Order_ID,Customer_ID,City,Restaurant_ID,Restaurant_Name,Cuisine,Order_Value,Delivery_Time(mins),Customer_Rating,Delivery_Partner_ID,Delivery_Partner_Rating,Commission_Earned(%),Distance_km,App_Session_Duration(sec),Used_Promo,Campaign_ID,Payment_Mode,Delivery_Status,New_User,Order_DateTime
OID100149,CID4514,Pune,RID88,Restaurant_19,Bakery,584.5,30,3.5,DID4650,2.5,21,3.27,56,No,CAM15,Net Banking,Late,No,1/7/2023 5:00
OID100150,CID8019,Chennai,RID56,Restaurant_82,Street Food,255.29,34,3,DID3206,2.7,12.9,5.47,225,Yes,CAM5,Net Banking,Late,Yes,1/7/2023 6:00
OID100151,CID1747,Jaipur,RID128,Restaurant_95,Fast Food,644.27,36,3.2,DID1804,2.6,17.5,2.08,206,No,CAM11,Wallet,Cancelled,Yes,1/7/2023 7:00
OID100152,CID9298,Delhi,RID18,Restaurant_15,Italian,357.34,32,4.7,DID2078,4.7,18.3,1.37,,Yes,CAM10,Wallet,Cancelled,No,1/7/2023 8:00
OID100153,CID5656,Bangalore,RID93,Restaurant_30,Continental,638.59,25,3.1,DID4004,3.3,11.5,5.34,374,No,CAM12,UPI,Cancelled,No,1/7/2023 9:00
OID100154,CID2055,Lucknow,RID92,Restaurant_49,Biryani,501.84,8,2.9,DID4630,3.4,13.1,4.39,171,Yes,CAM20,Wallet,Cancelled,Yes,1/7/2023 10:00
OID100155,CID2179,Hyderabad,RID122,Restaurant_85,Italian,379.45,25,3.1,DID3566,3.6,9.8,3.83,24,Yes,CAM14,Wallet,On Time,Yes,1/7/2023 11:00
OID100156,CID9892,Hyderabad,RID64,Restaurant_41,Biryani,322.09,20,2.6,DID1313,4.6,8.1,6.19,254,Yes,CAM2,UPI,Cancelled,Yes,1/7/2023 12:00
OID100157,CID5913,Pune,RID29,Restaurant_65,Biryani,348.86,38,3.6,DID3979,2.5,12.1,3.88,256,Yes,CAM13,UPI,Cancelled,Yes,1/7/2023 13:00
OID100158,CID2536,Jaipur,RID7,Restaurant_120,Chinese,464.25,43,2.4,DID1308,2.8,16.8,3.23,162,Yes,CAM8,Net Banking,Late,Yes,1/7/2023 14:00
OID100159,CID4627,Hyderabad,RID92,Restaurant_21,Mexican,411.57,43,4.5,DID4654,4.2,20.1,3.02,263,Yes,CAM7,Cash,On Time,Yes,1/7/2023 15:00
OID100160,CID6518,Jaipur,RID47,Restaurant_24,Continental,310.93,41,2.7,DID1076,4.9,21.5,2.6,124,Yes,CAM20,Wallet,On Time,No,1/7/2023 16:00
OID100161,CID3855,Chennai,RID2,Restaurant_113,South Indian,375.16,30,3.8,DID4479,4.1,9.2,5.43,167,No,CAM20,UPI,Cancelled,Yes,1/7/2023 17:00
OID100162,CID9936,Hyderabad,RID144,Restaurant_142,South Indian,411.79,26,2.4,DID3077,3.2,12.6,3.88,231,No,CAM3,UPI,Late,Yes,1/7/2023 18:00
OID100163,CID6884,Surat,RID146,Restaurant_131,Continental,80.69,23,4.9,DID3587,3.8,21.1,6.79,274,Yes,CAM5,UPI,Cancelled,Yes,1/7/2023 19:00
OID100164,CID6670,Lucknow,RID144,Restaurant_122,South Indian,468.73,14,3.4,DID1127,,16.2,0.5,182,Yes,CAM19,UPI,On Time,Yes,1/7/2023 20:00
OID100165,CID4991,Surat,RID50,Restaurant_173,Biryani,253.04,44,4.5,DID4328,,11.1,6.35,161,Yes,CAM16,Net Banking,On Time,No,1/7/2023 21:00
OID100166,CID7124,Mumbai,RID17,Restaurant_195,Bakery,227,30,4.3,DID3383,3.4,14.7,5.22,197,No,CAM4,Credit Card,Late,No,1/7/2023 22:00
OID100167,CID6578,Delhi,RID143,Restaurant_199,Italian,146.9,17,4.1,DID3371,3.5,12.6,4.32,36,Yes,CAM1,UPI,On Time,No,1/7/2023 23:00
OID100168,CID3400,Kolkata,RID117,Restaurant_89,Street Food,130.92,22,4.5,DID2659,4.9,8.9,1.92,178,No,CAM5,Wallet,Cancelled,Yes,1/8/2023 0:00
OID100169,CID1748,Pune,RID57,Restaurant_4,Bakery,196.68,22,2.3,DID4150,4.3,21,1.18,42,No,CAM10,Credit Card,Cancelled,Yes,1/8/2023 1:00
OID100170,CID6920,Ahmedabad,RID8,Restaurant_185,Thai,293.65,33,4,DID3416,4.2,13,6,133,Yes,CAM18,Wallet,Late,No,1/8/2023 2:00
OID100171,CID7355,Hyderabad,RID171,Restaurant_93,Bakery,692.99,45,2.8,DID1871,3.1,24.1,4.98,86,No,CAM3,Net Banking,On Time,Yes,1/8/2023 3:00
OID100172,CID2157,Pune,RID146,Restaurant_32,Bakery,321.12,28,4.4,DID4712,3.9,23.1,4.95,242,Yes,CAM16,Wallet,On Time,No,1/8/2023 4:00
OID100173,CID1544,Mumbai,RID93,Restaurant_54,Italian,426.66,5,4.9,DID1150,3.4,20.2,4.3,142,Yes,CAM4,Wallet,On Time,No,1/8/2023 5:00
OID100174,CID1971,Ahmedabad,RID14,Restaurant_160,Thai,460.07,30,4.7,DID3259,3.1,13.6,6.2,,Yes,CAM15,Cash,Late,No,1/8/2023 6:00
OID100175,CID7677,Chennai,RID122,Restaurant_192,Fast Food,419.66,30,2.3,DID2067,4.7,12.8,3.33,52,Yes,CAM11,Cash,Late,No,1/8/2023 7:00
OID100176,CID8977,Pune,RID160,Restaurant_178,Bakery,388.38,29,3.1,DID3226,3.5,16.1,3.83,181,No,CAM6,Wallet,Cancelled,No,1/8/2023 8:00
OID100177,CID1213,Chennai,RID54,Restaurant_31,North Indian,220.71,24,3.1,DID4661,3.2,14,4.15,207,Yes,CAM10,UPI,Cancelled,No,1/8/2023 9:00
OID100178,CID1314,Kolkata,RID60,Restaurant_136,Biryani,617.64,35,2.4,DID3210,4.8,23.3,4.07,239,Yes,CAM6,Net Banking,Cancelled,No,1/8/2023 10:00
OID100179,CID7517,Lucknow,RID120,Restaurant_163,Street Food,671.08,33,2.3,DID2933,3,10.1,7.17,372,Yes,CAM3,Cash,On Time,No,1/8/2023 11:00
OID100180,CID8020,Hyderabad,RID116,Restaurant_69,Thai,147.6,32,3.2,DID3678,4.4,20.3,1.99,43,Yes,CAM9,Cash,Late,Yes,1/8/2023 12:00
OID100181,CID9970,Indore,RID59,Restaurant_23,Mexican,246.4,37,5,DID4175,4.1,18.4,0.59,139,Yes,CAM19,Wallet,On Time,No,1/8/2023 13:00
OID100182,CID1963,Indore,RID27,Restaurant_132,Thai,358.03,27,3.7,DID1608,4.8,21.7,1.59,360,Yes,CAM12,Credit Card,Late,No,1/8/2023 14:00
OID100183,CID2207,Pune,RID34,Restaurant_7,Bakery,255.32,26,3.9,DID2498,4.6,17.2,5.87,126,No,CAM12,Net Banking,Cancelled,Yes,1/8/2023 15:00
OID100184,CID9957,Mumbai,RID157,Restaurant_92,Mexican,475.89,49,3.4,DID2607,4.3,18.7,4.3,,No,CAM3,UPI,Cancelled,No,1/8/2023 16:00
OID100185,CID7338,Delhi,RID122,Restaurant_192,Street Food,290.76,39,4,DID1914,3.3,24.4,1.3,125,No,CAM3,Credit Card,Cancelled,Yes,1/8/2023 17:00
OID100186,CID8196,Bangalore,RID50,Restaurant_24,Chinese,724.76,42,4.9,DID4651,3.7,9.6,4.7,88,No,CAM6,Cash,Late,No,1/8/2023 18:00
OID100187,CID8823,Indore,RID71,Restaurant_75,Thai,578.58,47,3.8,DID4162,4.9,9.8,3.85,135,No,CAM15,UPI,On Time,Yes,1/8/2023 19:00
OID100188,CID5305,Mumbai,RID22,Restaurant_27,Fast Food,431.89,38,2.2,DID3415,2.6,14.7,5.62,358,No,CAM9,Credit Card,On Time,No,1/8/2023 20:00
OID100189,CID1722,Chennai,RID190,Restaurant_33,Mexican,554.05,43,3.5,DID4003,4.5,16,6.09,107,No,CAM16,Net Banking,Late,Yes,1/8/2023 21:00
OID100190,CID4958,Delhi,RID80,Restaurant_6,Biryani,565.89,13,5,DID4510,3.1,11.4,9.54,176,No,CAM9,Wallet,Late,No,1/8/2023 22:00
OID100191,CID8847,Mumbai,RID133,Restaurant_183,Italian,315.41,34,3.2,DID2191,3,9.4,2.14,180,No,CAM15,Cash,Cancelled,Yes,1/8/2023 23:00
OID100192,CID9207,Bangalore,RID88,Restaurant_1,North Indian,277.57,30,3.8,DID1548,3.1,8.4,0.77,273,Yes,CAM5,UPI,Late,No,1/9/2023 0:00
OID100193,CID5375,Jaipur,RID14,Restaurant_127,Thai,411.72,52,2.3,DID2903,2.6,21,5.68,290,No,CAM4,Wallet,On Time,Yes,1/9/2023 1:00
OID100194,CID3053,Hyderabad,RID197,Restaurant_67,Thai,529.25,43,2.4,DID3052,5,16.2,6.47,209,No,CAM19,Wallet,Late,No,1/9/2023 2:00
OID100195,CID4568,Hyderabad,RID41,Restaurant_162,Continental,420.86,24,4.6,DID3090,4.7,22.3,1.95,-55,Yes,CAM16,Wallet,Cancelled,Yes,1/9/2023 3:00
OID100196,CID4175,Mumbai,RID176,Restaurant_11,Chinese,163.45,36,2.9,DID1370,3.8,14.1,1.95,129,No,CAM2,Credit Card,Cancelled,No,1/9/2023 4:00
OID100197,CID5734,Lucknow,RID177,Restaurant_71,Mexican,279.58,34,2.9,DID2625,,20,5.19,104,No,CAM12,Wallet,Cancelled,No,1/9/2023 5:00
OID100198,CID6025,Pune,RID117,Restaurant_189,Bakery,388.9,37,3.2,DID2490,,16.3,7.93,,No,CAM10,Credit Card,Cancelled,No,1/9/2023 6:00
OID100199,CID7143,Pune,RID172,Restaurant_96,Bakery,388.65,20,4.9,DID3056,4.5,18.4,2.75,126,No,CAM13,Wallet,Cancelled,Yes,1/9/2023 7:00
OID100200,CID4686,Jaipur,RID96,Restaurant_18,Street Food,695.88,36,2.3,DID1043,4.6,14.3,4.67,335,Yes,CAM14,Credit Card,Cancelled,Yes,1/9/2023 8:00
OID100201,CID1336,Surat,RID156,Restaurant_85,Fast Food,192.1,29,4.5,DID3714,3.1,9.4,0.7,233,No,CAM20,Cash,On Time,Yes,1/9/2023 9:00
OID100202,CID1045,Lucknow,RID164,Restaurant_110,South Indian,475.84,35,3,DID1978,3.6,24.1,4.1,291,No,CAM5,Net Banking,On Time,Yes,1/9/2023 10:00
OID100203,CID7432,Indore,RID179,Restaurant_149,Continental,623.37,23,4.5,DID4473,4.1,22.2,4.27,380,Yes,CAM15,UPI,Cancelled,Yes,1/9/2023 11:00
OID100204,CID9040,Ahmedabad,RID7,Restaurant_155,Thai,740.72,25,,DID4948,4.9,13.3,7.44,,No,CAM12,Wallet,On Time,Yes,1/9/2023 12:00
OID100205,CID8511,Lucknow,RID135,Restaurant_55,Italian,339.34,46,3,DID4303,4.2,24.3,3.09,,No,CAM17,Credit Card,Cancelled,No,1/9/2023 13:00
OID100206,CID7176,Lucknow,RID39,Restaurant_56,Thai,473.71,19,2.4,DID3515,4.7,13.1,5.87,215,No,CAM20,Cash,Late,Yes,1/9/2023 14:00
OID100207,CID3575,Delhi,RID106,Restaurant_198,Fast Food,485.46,20,2.4,DID3802,4.6,15.5,2.96,276,No,CAM11,Net Banking,Late,No,1/9/2023 15:00
OID100208,CID6475,Hyderabad,RID140,Restaurant_40,Italian,429.32,31,4.3,DID1679,4,20.8,4.68,147,No,CAM12,Credit Card,Late,Yes,1/9/2023 16:00
OID100209,CID6375,Pune,RID184,Restaurant_122,South Indian,385.17,23,2.4,DID4101,4.7,13.3,8.65,203,Yes,CAM3,UPI,Late,No,1/9/2023 17:00
OID100210,CID1131,Lucknow,RID5,Restaurant_105,Fast Food,465.4,21,2.8,DID3105,3.4,13.5,8.09,297,Yes,CAM14,Credit Card,Late,No,1/9/2023 18:00
OID100211,CID4571,Ahmedabad,RID1,Restaurant_180,Thai,50,33,2.6,DID1574,3.4,15,8.42,289,No,CAM17,UPI,On Time,No,1/9/2023 19:00
OID100212,CID3632,Mumbai,RID156,Restaurant_160,South Indian,502.31,14,3.1,DID2827,4.5,16,5.3,153,Yes,CAM15,Cash,Cancelled,No,1/9/2023 20:00
OID100213,CID6700,Ahmedabad,RID16,Restaurant_38,Fast Food,418.93,20,2.2,DID1652,2.8,10.1,4.08,222,Yes,CAM9,UPI,Cancelled,No,1/9/2023 21:00
OID100214,CID1181,Ahmedabad,RID121,Restaurant_199,Chinese,366.63,57,4.6,DID1733,3.3,8.3,5.07,125,No,CAM2,UPI,On Time,No,1/9/2023 22:00
OID100215,CID2194,Mumbai,RID39,Restaurant_98,South Indian,707.03,38,4.6,DID3319,,23.6,5.43,84,No,CAM20,UPI,Late,Yes,1/9/2023 23:00
OID100216,CID9081,Ahmedabad,RID45,Restaurant_144,Bakery,298.76,23,3.2,DID4885,3.6,14,5.28,309,Yes,CAM2,Net Banking,Late,Yes,1/10/2023 0:00
OID100217,CID4481,Indore,RID8,Restaurant_147,Fast Food,339.54,37,,DID3317,4.9,9.7,3.08,29,Yes,CAM8,Net Banking,Cancelled,No,1/10/2023 1:00
OID100218,CID7217,Delhi,RID144,Restaurant_150,Fast Food,698.73,39,3.9,DID3700,4.9,20.9,3,215,No,CAM18,Net Banking,On Time,Yes,1/10/2023 2:00
OID100219,CID6129,Hyderabad,RID168,Restaurant_68,North Indian,275.19,44,4.2,DID4572,3.8,13,3.31,170,No,CAM1,UPI,On Time,No,1/10/2023 3:00
OID100220,CID5179,Delhi,RID161,Restaurant_115,Thai,317.48,30,,DID4963,3.8,11.1,6.64,244,Yes,CAM5,Credit Card,Cancelled,No,1/10/2023 4:00
OID100221,CID3130,Pune,RID123,Restaurant_58,Biryani,377.95,44,3.5,DID1598,4.3,24.4,6.86,,Yes,CAM4,Net Banking,Late,Yes,1/10/2023 5:00
OID100222,CID7408,Kolkata,RID22,Restaurant_131,Continental,526.11,8,3.9,DID4014,3.6,23.6,10.87,291,No,CAM10,Net Banking,Cancelled,Yes,1/10/2023 6:00
OID100223,CID4008,Jaipur,RID41,Restaurant_120,Biryani,431.17,19,4.1,DID3998,3,9.8,5.35,182,Yes,CAM13,Net Banking,Late,Yes,1/10/2023 7:00
OID100224,CID5683,Ahmedabad,RID193,Restaurant_157,Chinese,206.11,34,3,DID2980,4.4,23.3,2.92,316,Yes,CAM6,Credit Card,On Time,Yes,1/10/2023 8:00
OID100225,CID2732,Delhi,RID32,Restaurant_52,Fast Food,320.17,36,3,DID4846,4.3,23.1,3.54,218,No,CAM19,Cash,Cancelled,No,1/10/2023 9:00
OID100226,CID8526,Lucknow,RID134,Restaurant_11,Chinese,308.9,21,2.8,DID2469,3.1,18.8,4.18,116,No,CAM13,Net Banking,Cancelled,Yes,1/10/2023 10:00
OID100227,CID9802,Chennai,RID150,Restaurant_146,Mexican,388.42,35,3.6,DID1165,4.6,17,7.51,243,Yes,CAM3,Wallet,Late,No,1/10/2023 11:00
OID100228,CID5174,Mumbai,RID193,Restaurant_39,Bakery,463.88,25,3.1,DID1896,4,11.7,5.97,233,Yes,CAM8,UPI,Cancelled,Yes,1/10/2023 12:00
OID100229,CID4010,Bangalore,RID72,Restaurant_173,Continental,462.73,29,3.6,DID4118,3.1,10.1,1.81,191,Yes,CAM13,Credit Card,Late,No,1/10/2023 13:00
OID100230,CID2001,Chennai,RID89,Restaurant_95,Fast Food,133.6,44,3.2,DID2997,4.1,18.3,4.39,140,Yes,CAM15,UPI,Cancelled,No,1/10/2023 14:00
OID100231,CID4060,Indore,RID47,Restaurant_46,North Indian,559.59,43,4.5,DID1949,3.1,22,1.56,269,Yes,CAM3,UPI,On Time,Yes,1/10/2023 15:00
OID100232,CID3448,Kolkata,RID63,Restaurant_53,Fast Food,437.89,20,2.2,DID1257,3.2,19.7,5.68,123,Yes,CAM12,UPI,On Time,Yes,1/10/2023 16:00
OID100233,CID4585,Delhi,RID153,Restaurant_155,North Indian,607.68,19,3.7,DID2082,4.6,11.1,3.09,131,Yes,CAM15,Credit Card,Cancelled,No,1/10/2023 17:00
OID100234,CID4626,Pune,RID165,Restaurant_13,Bakery,466.63,27,3.7,DID2513,4.8,12.9,3.28,242,No,CAM15,Cash,Cancelled,Yes,1/10/2023 18:00
OID100235,CID6041,Mumbai,RID180,Restaurant_97,Chinese,565.2,32,3.2,DID1958,3.1,17.3,0.74,183,Yes,CAM18,Net Banking,On Time,No,1/10/2023 19:00
OID100236,CID6423,Kolkata,RID83,Restaurant_14,Street Food,469.98,24,3.3,DID1175,4.8,18.6,6.01,43,No,CAM15,UPI,On Time,Yes,1/10/2023 20:00
OID100237,CID2560,Chennai,RID146,Restaurant_94,Continental,601.93,44,4.4,DID3738,3.1,9.2,6.92,123,Yes,CAM4,Wallet,On Time,Yes,1/10/2023 21:00
OID100238,CID2142,Jaipur,RID106,Restaurant_106,Street Food,478.34,36,2.8,DID1846,2.8,18.4,3.11,232,No,CAM3,Wallet,Cancelled,No,1/10/2023 22:00
OID100239,CID1249,Hyderabad,RID198,Restaurant_51,Continental,385.31,37,4.6,DID3121,2.6,20.5,4.18,178,No,CAM6,UPI,On Time,Yes,1/10/2023 23:00
OID100240,CID1523,Surat,RID10,Restaurant_106,North Indian,740.87,17,,DID4718,3.1,11.1,3.54,192,No,CAM4,UPI,Cancelled,No,1/11/2023 0:00
OID100241,CID1652,Surat,RID34,Restaurant_12,Italian,533.36,46,,DID4241,3.5,12.2,4.06,221,Yes,CAM13,Net Banking,Late,No,1/11/2023 1:00
OID100242,CID7910,Jaipur,RID61,Restaurant_113,Bakery,486.06,5,,DID2479,4.8,12.4,2.86,237,Yes,CAM14,UPI,Cancelled,No,1/11/2023 2:00
OID100243,CID1760,Lucknow,RID54,Restaurant_21,Fast Food,208.55,42,3.8,DID2589,3.1,24,2.3,209,Yes,CAM7,Credit Card,Late,Yes,1/11/2023 3:00
OID100244,CID6835,Pune,RID20,Restaurant_39,Continental,206.75,43,3.6,DID2923,3.4,14.9,7.24,-66,No,CAM13,UPI,On Time,No,1/11/2023 4:00
OID100245,CID5002,Hyderabad,RID84,Restaurant_78,Biryani,443.91,27,,DID4759,4.3,17,0.5,196,Yes,CAM11,Cash,On Time,Yes,1/11/2023 5:00
OID100246,CID1092,Hyderabad,RID159,Restaurant_32,Biryani,421.83,47,2.8,DID2862,3.3,20.3,5.51,159,Yes,CAM3,Cash,Cancelled,No,1/11/2023 6:00
OID100247,CID9863,Ahmedabad,RID200,Restaurant_53,Italian,307.88,31,2.5,DID4610,4.2,14.3,5.07,202,No,CAM11,Net Banking,Cancelled,No,1/11/2023 7:00
OID100248,CID7783,Kolkata,RID160,Restaurant_123,North Indian,421.15,33,2.9,DID1190,3.6,9.8,7.81,285,Yes,CAM11,Credit Card,Cancelled,Yes,1/11/2023 8:00
OID100249,CID9362,Jaipur,RID133,Restaurant_53,Continental,638.29,36,3.8,DID1163,3,19.1,4.03,114,Yes,CAM20,Net Banking,On Time,No,1/11/2023 9:00
OID100250,CID5149,Chennai,RID185,Restaurant_157,Street Food,504.31,70,2.6,DID3656,4.3,19.3,3.76,206,Yes,CAM16,Wallet,Late,No,1/11/2023 10:00
OID100251,CID4980,Mumbai,RID119,Restaurant_77,Continental,228.85,48,4.7,DID2327,2.6,12.4,2.88,238,No,CAM7,Net Banking,Late,Yes,1/11/2023 11:00
OID100252,CID1228,Jaipur,RID90,Restaurant_158,Thai,383.27,40,3.2,DID1422,3.2,8.6,5.21,175,No,CAM16,Cash,Cancelled,Yes,1/11/2023 12:00
OID100253,CID3481,Ahmedabad,RID30,Restaurant_23,Thai,279.26,21,4.5,DID3882,3.4,19.3,3.08,95,Yes,CAM4,Net Banking,Cancelled,Yes,1/11/2023 13:00
OID100254,CID2911,Kolkata,RID118,Restaurant_36,Continental,341.85,34,2.7,DID4966,3.6,20,2.24,104,No,CAM9,Wallet,On Time,No,1/11/2023 14:00
OID100255,CID2448,Ahmedabad,RID93,Restaurant_166,Bakery,337.96,22,2.9,DID3135,4.2,8.4,3.03,197,No,CAM15,Credit Card,On Time,Yes,1/11/2023 15:00
OID100256,CID7291,Ahmedabad,RID115,Restaurant_81,South Indian,328.35,42,2.2,DID3595,3.6,19.8,2.61,150,Yes,CAM2,Net Banking,Cancelled,Yes,1/11/2023 16:00
OID100257,CID7432,Surat,RID159,Restaurant_138,Street Food,211.73,34,2.8,DID4398,4,24,2.49,46,No,CAM18,Cash,Cancelled,No,1/11/2023 17:00
OID100258,CID8275,Kolkata,RID8,Restaurant_18,Street Food,380.85,19,3.5,DID2120,4,11,4.67,136,Yes,CAM5,Cash,On Time,Yes,1/11/2023 18:00
OID100259,CID4603,Delhi,RID51,Restaurant_146,North Indian,315.91,33,4.8,DID4419,3.4,16.9,4.11,96,Yes,CAM16,Credit Card,On Time,No,1/11/2023 19:00
OID100260,CID3229,Delhi,RID43,Restaurant_57,Thai,50,22,3.2,DID4038,4.8,19.8,5.6,260,No,CAM5,Cash,Cancelled,No,1/11/2023 20:00
OID100261,CID1106,Kolkata,RID51,Restaurant_111,North Indian,707.95,34,3.9,DID2078,4.9,11.9,4.79,81,Yes,CAM7,Cash,On Time,No,1/11/2023 21:00
OID100262,CID5613,Chennai,RID4,Restaurant_100,Biryani,563.32,22,3.3,DID3370,4,20.8,2.09,314,Yes,CAM11,Wallet,Cancelled,Yes,1/11/2023 22:00
OID100263,CID6480,Hyderabad,RID142,Restaurant_149,Street Food,343.55,32,2.1,DID3229,2.7,22.8,0.5,373,Yes,CAM19,Net Banking,Late,No,1/11/2023 23:00
OID100264,CID8479,Chennai,RID135,Restaurant_74,Bakery,402.82,41,3.5,DID3335,3.7,21.8,2.39,141,No,CAM2,UPI,Late,No,1/12/2023 0:00
OID100265,CID6473,Pune,RID138,Restaurant_49,South Indian,224.25,31,2.2,DID1712,3,12.4,6.03,151,Yes,CAM20,Net Banking,Cancelled,No,1/12/2023 1:00
OID100266,CID9897,Surat,RID15,Restaurant_111,Thai,654.36,27,4.7,DID2542,3.7,21.7,5.98,276,Yes,CAM13,Wallet,Cancelled,Yes,1/12/2023 2:00
OID100267,CID8391,Indore,RID112,Restaurant_77,Fast Food,684.59,34,4.3,DID3677,3,15,6.47,287,Yes,CAM2,Wallet,On Time,No,1/12/2023 3:00
OID100268,CID6296,Lucknow,RID1,Restaurant_54,North Indian,423.5,40,3.1,DID2550,4.3,12.5,6.18,161,No,CAM12,Credit Card,Late,Yes,1/12/2023 4:00
OID100269,CID4048,Indore,RID155,Restaurant_110,Continental,553.53,19,3.9,DID2496,2.7,10.9,6.67,165,Yes,CAM14,Credit Card,Cancelled,No,1/12/2023 5:00
OID100270,CID2437,Ahmedabad,RID73,Restaurant_90,Chinese,426.29,35,2.3,DID3407,4.9,23.5,5.31,165,Yes,CAM16,UPI,Late,Yes,1/12/2023 6:00
OID100271,CID3801,Surat,RID18,Restaurant_174,Italian,199.49,48,4.1,DID3676,3,15.3,8.11,132,Yes,CAM7,UPI,On Time,No,1/12/2023 7:00
OID100272,CID7938,Surat,RID120,Restaurant_178,Fast Food,338.23,39,4.5,DID4679,4.2,22.7,5.09,273,Yes,CAM2,Credit Card,On Time,No,1/12/2023 8:00
OID100273,CID6106,Surat,RID87,Restaurant_50,Biryani,419.79,33,4.5,DID4422,4.8,10.7,8.5,212,Yes,CAM7,Wallet,On Time,Yes,1/12/2023 9:00
OID100274,CID3744,Hyderabad,RID4,Restaurant_22,South Indian,331.82,40,2.9,DID1318,3.1,21,3.25,142,Yes,CAM1,Credit Card,Cancelled,No,1/12/2023 10:00
OID100275,CID7475,Mumbai,RID44,Restaurant_169,Bakery,367.2,37,2.8,DID3116,4.8,9.9,3.2,205,Yes,CAM14,Wallet,Cancelled,Yes,1/12/2023 11:00
OID100276,CID1760,Surat,RID188,Restaurant_79,North Indian,386.29,41,3.6,DID2030,3.5,8.3,4.12,170,No,CAM9,Credit Card,Late,No,1/12/2023 12:00
OID100277,CID4783,Ahmedabad,RID72,Restaurant_190,Fast Food,387.87,8,4.9,DID2541,4.9,24.9,4.43,400,No,CAM9,Wallet,Late,Yes,1/12/2023 13:00
OID100278,CID4936,Hyderabad,RID32,Restaurant_81,South Indian,407.84,13,4.8,DID4984,4.9,9.3,3.86,180,No,CAM6,Cash,On Time,Yes,1/12/2023 14:00
OID100279,CID7866,Delhi,RID57,Restaurant_178,South Indian,240.91,44,3.1,DID4716,3,15.8,5.58,259,No,CAM3,Wallet,On Time,Yes,1/12/2023 15:00
OID100280,CID3935,Hyderabad,RID7,Restaurant_153,Continental,292.45,14,4.3,DID1912,4.6,22.9,4.3,235,No,CAM5,UPI,Late,No,1/12/2023 16:00
OID100281,CID1138,Hyderabad,RID13,Restaurant_72,North Indian,207.31,37,4.8,DID3115,3,21.9,3.29,188,No,CAM3,Net Banking,Late,Yes,1/12/2023 17:00
OID100282,CID3317,Bangalore,RID114,Restaurant_96,Mexican,546.67,28,2.8,DID2662,,16,3.71,235,Yes,CAM9,UPI,Late,No,1/12/2023 18:00
OID100283,CID8496,Chennai,RID132,Restaurant_108,Chinese,84.15,20,4.5,DID2445,2.7,18.4,6.94,217,Yes,CAM13,Cash,Cancelled,No,1/12/2023 19:00
OID100284,CID7062,Lucknow,RID161,Restaurant_142,Thai,573.04,36,2.8,DID4347,2.9,18.7,5.13,399,Yes,CAM3,UPI,Late,Yes,1/12/2023 20:00
OID100285,CID6795,Kolkata,RID140,Restaurant_195,Chinese,607.95,34,3,DID4554,4.1,9.9,1.15,192,Yes,CAM10,Net Banking,On Time,Yes,1/12/2023 21:00
OID100286,CID9530,Indore,RID109,Restaurant_31,Chinese,354.67,57,2.6,DID2413,3.6,12.8,7.52,-9,No,CAM15,UPI,On Time,No,1/12/2023 22:00
OID100287,CID4056,Indore,RID127,Restaurant_95,North Indian,50,25,,DID2994,4.5,13.1,5.37,375,Yes,CAM14,Wallet,Late,No,1/12/2023 23:00
OID100288,CID2273,Indore,RID167,Restaurant_9,Thai,345.8,49,4.5,DID4246,3.3,14.4,5.78,159,No,CAM17,Wallet,Late,Yes,1/13/2023 0:00
OID100289,CID5191,Ahmedabad,RID90,Restaurant_194,Chinese,390.37,36,3.6,DID2974,4.9,12.7,6.36,207,Yes,CAM7,Net Banking,On Time,Yes,1/13/2023 1:00
OID100290,CID8568,Pune,RID133,Restaurant_140,Bakery,248.41,24,2.4,DID4633,2.6,12.3,6.46,156,Yes,CAM9,Credit Card,Late,No,1/13/2023 2:00
OID100291,CID8591,Ahmedabad,RID180,Restaurant_150,South Indian,322.72,42,2.8,DID3474,2.7,14,2.66,152,No,CAM6,Credit Card,Cancelled,Yes,1/13/2023 3:00
OID100292,CID1404,Chennai,RID125,Restaurant_82,Italian,629.53,39,3.7,DID1027,4.3,14.4,2.36,111,No,CAM2,Wallet,On Time,No,1/13/2023 4:00
OID100293,CID3065,Pune,RID84,Restaurant_28,Thai,499.74,32,3.7,DID3055,4.7,16.3,9.29,40,Yes,CAM3,Net Banking,On Time,No,1/13/2023 5:00
OID100294,CID1017,Mumbai,RID88,Restaurant_76,North Indian,261.32,35,3.7,DID4612,4.5,11,3.1,,Yes,CAM14,Credit Card,Cancelled,Yes,1/13/2023 6:00
OID100295,CID8289,Delhi,RID175,Restaurant_98,North Indian,160.36,25,2.2,DID1569,3.7,21.4,5.26,241,No,CAM11,Wallet,Cancelled,Yes,1/13/2023 7:00
OID100296,CID2876,Chennai,RID139,Restaurant_180,Chinese,350.95,22,4.3,DID2801,3.2,22.6,7.76,68,No,CAM10,UPI,Cancelled,Yes,1/13/2023 8:00
OID100297,CID2488,Jaipur,RID87,Restaurant_60,Thai,367.98,41,4.7,DID1678,2.5,12.2,3.61,240,No,CAM6,Cash,Late,Yes,1/13/2023 9:00
OID100298,CID6640,Chennai,RID2,Restaurant_168,Bakery,474.43,29,3.5,DID1942,3.8,10.1,3.78,386,Yes,CAM7,Cash,Cancelled,Yes,1/13/2023 10:00
